apfdc,tech,order
0.987526295513,AARP,38
0.987692332088,AARP,38
0.987722795664,AARP,38
0.984464110787,AARP,39
0.984698443199,AARP,39
0.985306515367,AARP,39
0.985480799175,AARP,39
0.985907247714,AARP,39
0.986324977136,AARP,39
0.986666697537,AARP,39
0.987798754122,AARP,39
0.988387663938,AARP,39
0.988663621511,AARP,39
0.998082826934,AARP,51
0.998186832811,AARP,51
0.998196813606,AARP,51
0.998287270445,AARP,51
0.998319319137,AARP,51
0.998342544591,AARP,51
0.998349350847,AARP,51
0.998351393701,AARP,51
0.998360127288,AARP,51
0.998368516462,AARP,51
0.995097167211,AARP,52
0.995239356049,AARP,52
0.995246110715,AARP,52
0.99524682086,AARP,52
0.995263525812,AARP,52
0.995272729905,AARP,52
0.995302921638,AARP,52
0.995303462441,AARP,52
0.995328547428,AARP,52
0.99533825316,AARP,52
